"","X","product.id","product.category","product.name","product.price","product.discount"
"21374",21374,"CP-21374","Fashion","T - Shirts",82,0.05
"21375",21375,"RS-21375","Fashion","Shirts",49,0.04
"21376",21376,"PZ-21376","Fashion","Jeans",43,0.01
"21377",21377,"PQ-21377","Fashion","Suits",21,0.01
"21378",21378,"OL-21378","Fashion","Sports Wear",42,0.04
"21379",21379,"AP-21379","Fashion","Casula Shoes",30,0.03
"21380",21380,"PQ-21380","Fashion","Running Shoes",112,0.05
"21381",21381,"PZ-21381","Fashion","Formal Shoes",42,0.01
"21382",21382,"CP-21382","Fashion","Sneakers",31,0.02
"21383",21383,"PQ-21383","Fashion","Titak watch",114,0.02
"21384",21384,"RS-21384","Fashion","Fossil Watch",159,0.05
"21385",21385,"PZ-21385","Fashion","T - Shirts",82,0.02
"21386",21386,"RS-21386","Fashion","Shirts",98,0.05
"21387",21387,"AB-21387","Fashion","Jeans",72,0.03
"21388",21388,"XP-21388","Fashion","Suits",109,0.04
"21389",21389,"RS-21389","Fashion","Sports Wear",42,0.05
"21390",21390,"CP-21390","Fashion","Casula Shoes",61,0.01
"21391",21391,"XP-21391","Fashion","Running Shoes",56,0.03
"21392",21392,"AB-21392","Fashion","Formal Shoes",53,0.02
"21393",21393,"PQ-21393","Fashion","Sneakers",12,0.02
"21394",21394,"AB-21394","Fashion","Titak watch",45,0.01
"21395",21395,"PQ-21395","Fashion","Fossil Watch",79,0.01
"21396",21396,"AB-21396","Fashion","T - Shirts",82,0.05
"21397",21397,"PZ-21397","Fashion","Shirts",49,0.02
"21398",21398,"PZ-21398","Fashion","Jeans",218,0.04
"21399",21399,"AP-21399","Fashion","Suits",36,0.01
"21400",21400,"XP-21400","Fashion","Sports Wear",17,0.03
"21401",21401,"RS-21401","Fashion","Casula Shoes",40,0.01
"21402",21402,"PQ-21402","Fashion","Running Shoes",56,0.03
"21403",21403,"RS-21403","Fashion","Formal Shoes",213,0.01
"21404",21404,"AP-21404","Fashion","Sneakers",62,0.04
"21405",21405,"OL-21405","Fashion","Titak watch",45,0.01
"21406",21406,"AB-21406","Fashion","Fossil Watch",159,0.03
"21407",21407,"AP-21407","Fashion","T - Shirts",248,0.02
"21408",21408,"PQ-21408","Fashion","Shirts",49,0.05
"21409",21409,"XP-21409","Fashion","Jeans",54,0.01
"21410",21410,"OL-21410","Fashion","Suits",36,0.01
"21411",21411,"OL-21411","Fashion","Sports Wear",21,0.05
"21412",21412,"CP-21412","Fashion","Casula Shoes",122,0.01
"21413",21413,"XP-21413","Fashion","Running Shoes",74,0.05
"21414",21414,"PZ-21414","Fashion","Formal Shoes",53,0.03
"21415",21415,"OL-21415","Fashion","Sneakers",20,0.05
"21416",21416,"XP-21416","Fashion","Titak watch",76,0.01
"21417",21417,"AP-21417","Fashion","Fossil Watch",39,0.03
"21418",21418,"OL-21418","Fashion","T - Shirts",49,0.04
"21419",21419,"PQ-21419","Fashion","Shirts",65,0.04
"21420",21420,"CP-21420","Fashion","Jeans",109,0.02
"21421",21421,"PZ-21421","Fashion","Suits",27,0.01
"21422",21422,"XP-21422","Fashion","Sports Wear",28,0.03
"21423",21423,"PZ-21423","Fashion","Casula Shoes",40,0.01
"21424",21424,"AB-21424","Fashion","Running Shoes",112,0.01
"21425",21425,"OL-21425","Fashion","Formal Shoes",213,0.04
"21426",21426,"PZ-21426","Fashion","Sneakers",20,0.04
"21427",21427,"PZ-21427","Fashion","Titak watch",45,0.05
"21428",21428,"XP-21428","Fashion","Fossil Watch",39,0.04
"21429",21429,"PZ-21429","Fashion","T - Shirts",62,0.04
"21430",21430,"OL-21430","Fashion","Shirts",65,0.01
"21431",21431,"AP-21431","Fashion","Jeans",54,0.05
"21432",21432,"OL-21432","Fashion","Suits",36,0.01
"21433",21433,"AP-21433","Fashion","Sports Wear",17,0.01
"21434",21434,"XP-21434","Fashion","Casula Shoes",122,0.01
"21435",21435,"RS-21435","Fashion","Running Shoes",224,0.04
"21436",21436,"CP-21436","Fashion","Formal Shoes",71,0.02
"21437",21437,"PZ-21437","Fashion","Sneakers",31,0.01
"21438",21438,"AP-21438","Fashion","Titak watch",114,0.05
"21439",21439,"CP-21439","Fashion","Fossil Watch",31,0.03
"21440",21440,"PZ-21440","Fashion","T - Shirts",82,0.02
"21441",21441,"AP-21441","Fashion","Shirts",65,0.01
"21442",21442,"CP-21442","Fashion","Jeans",54,0.04
"21443",21443,"PQ-21443","Fashion","Suits",109,0.01
"21444",21444,"CP-21444","Fashion","Sports Wear",17,0.03
"21445",21445,"PZ-21445","Fashion","Casula Shoes",24,0.05
"21446",21446,"PZ-21446","Fashion","Running Shoes",56,0.05
"21447",21447,"AB-21447","Fashion","Formal Shoes",106,0.05
"21448",21448,"PZ-21448","Fashion","Sneakers",12,0.03
"21449",21449,"AB-21449","Fashion","Titak watch",76,0.03
"21450",21450,"PQ-21450","Fashion","Fossil Watch",159,0.04
"21451",21451,"CP-21451","Fashion","T - Shirts",248,0.04
"21452",21452,"AP-21452","Fashion","Shirts",65,0.02
"21453",21453,"CP-21453","Fashion","Jeans",54,0.04
"21454",21454,"PQ-21454","Fashion","Suits",109,0.02
"21455",21455,"PQ-21455","Fashion","Sports Wear",28,0.01
"21456",21456,"AP-21456","Fashion","Casula Shoes",24,0.04
"21457",21457,"RS-21457","Fashion","Running Shoes",74,0.03
"21458",21458,"PQ-21458","Fashion","Formal Shoes",106,0.01
"21459",21459,"PZ-21459","Fashion","Sneakers",15,0.05
"21460",21460,"PZ-21460","Fashion","Titak watch",45,0.01
"21461",21461,"AP-21461","Fashion","Fossil Watch",53,0.01
"21462",21462,"PQ-21462","Fashion","T - Shirts",82,0.01
"21463",21463,"AP-21463","Fashion","Shirts",39,0.02
"21464",21464,"PQ-21464","Fashion","Jeans",54,0.02
"21465",21465,"PZ-21465","Fashion","Suits",21,0.04
"21466",21466,"AB-21466","Fashion","Sports Wear",17,0.05
"21467",21467,"CP-21467","Fashion","Casula Shoes",24,0.01
"21468",21468,"XP-21468","Fashion","Running Shoes",224,0.05
"21469",21469,"OL-21469","Fashion","Formal Shoes",42,0.01
"21470",21470,"XP-21470","Fashion","Sneakers",31,0.05
"21471",21471,"OL-21471","Fashion","Titak watch",45,0.05
"21472",21472,"AB-21472","Fashion","Fossil Watch",53,0.01
"21473",21473,"PZ-21473","Fashion","T - Shirts",49,0.05
"21474",21474,"AB-21474","Fashion","Shirts",196,0.02
"21475",21475,"CP-21475","Fashion","Jeans",43,0.02
"21476",21476,"PZ-21476","Fashion","Suits",27,0.01
"21477",21477,"RS-21477","Fashion","Sports Wear",17,0.02
"21478",21478,"CP-21478","Fashion","Casula Shoes",122,0.04
"21479",21479,"PQ-21479","Fashion","Running Shoes",44,0.01
"21480",21480,"CP-21480","Fashion","Formal Shoes",71,0.04
"21481",21481,"PZ-21481","Fashion","Sneakers",20,0.05
"21482",21482,"CP-21482","Fashion","Titak watch",76,0.01
"21483",21483,"PZ-21483","Fashion","Fossil Watch",79,0.04
"21484",21484,"RS-21484","Fashion","T - Shirts",82,0.04
"21485",21485,"PZ-21485","Fashion","Shirts",98,0.03
"21486",21486,"XP-21486","Fashion","Jeans",72,0.03
"21487",21487,"AB-21487","Fashion","Suits",36,0.01
"21488",21488,"PZ-21488","Fashion","Sports Wear",17,0.05
"21489",21489,"AB-21489","Fashion","Casula Shoes",122,0.02
"21490",21490,"PZ-21490","Fashion","Running Shoes",74,0.04
"21491",21491,"AP-21491","Fashion","Formal Shoes",71,0.01
"21492",21492,"RS-21492","Fashion","Sneakers",62,0.03
"21493",21493,"OL-21493","Fashion","Titak watch",228,0.03
"21494",21494,"RS-21494","Fashion","Fossil Watch",53,0.02
"21495",21495,"RS-21495","Fashion","T - Shirts",82,0.01
"21496",21496,"AB-21496","Fashion","Shirts",49,0.02
"21497",21497,"PZ-21497","Fashion","Jeans",218,0.02
"21498",21498,"XP-21498","Fashion","Suits",54,0.04
"21499",21499,"AP-21499","Fashion","Sports Wear",21,0.03
"21500",21500,"AB-21500","Fashion","Casula Shoes",40,0.02
"21501",21501,"CP-21501","Fashion","Running Shoes",112,0.04
"21502",21502,"PQ-21502","Fashion","Formal Shoes",106,0.04
"21503",21503,"XP-21503","Fashion","Sneakers",20,0.04
"21504",21504,"PZ-21504","Fashion","Titak watch",228,0.04
"21505",21505,"XP-21505","Fashion","Fossil Watch",159,0.03
"21506",21506,"PQ-21506","Fashion","T - Shirts",248,0.01
"21507",21507,"AP-21507","Fashion","Shirts",196,0.01
"21508",21508,"PQ-21508","Fashion","Jeans",218,0.05
"21509",21509,"RS-21509","Fashion","Suits",21,0.01
"21510",21510,"OL-21510","Fashion","Sports Wear",42,0.02
"21511",21511,"AB-21511","Fashion","Casula Shoes",61,0.04
"21512",21512,"CP-21512","Fashion","Running Shoes",56,0.02
"21513",21513,"AB-21513","Fashion","Formal Shoes",53,0.04
"21514",21514,"RS-21514","Fashion","Sneakers",12,0.01
"21515",21515,"AP-21515","Fashion","Titak watch",114,0.04
"21516",21516,"PQ-21516","Fashion","Fossil Watch",39,0.02
"21517",21517,"AP-21517","Fashion","T - Shirts",124,0.04
"21518",21518,"AB-21518","Fashion","Shirts",49,0.05
"21519",21519,"CP-21519","Fashion","Jeans",109,0.05
"21520",21520,"PQ-21520","Fashion","Suits",36,0.05
"21521",21521,"PQ-21521","Fashion","Sports Wear",85,0.04
"21522",21522,"RS-21522","Fashion","Casula Shoes",122,0.02
"21523",21523,"OL-21523","Fashion","Running Shoes",224,0.02
"21524",21524,"AB-21524","Fashion","Formal Shoes",53,0.05
"21525",21525,"XP-21525","Fashion","Sneakers",20,0.04
"21526",21526,"PQ-21526","Fashion","Titak watch",45,0.05
"21527",21527,"AP-21527","Fashion","Fossil Watch",31,0.01
"21528",21528,"PQ-21528","Fashion","T - Shirts",82,0.05
"21529",21529,"CP-21529","Fashion","Shirts",49,0.02
"21530",21530,"PQ-21530","Fashion","Jeans",218,0.03
"21531",21531,"AP-21531","Fashion","Suits",54,0.04
"21532",21532,"PQ-21532","Fashion","Sports Wear",85,0.04
"21533",21533,"AP-21533","Fashion","Casula Shoes",30,0.04
"21534",21534,"PZ-21534","Fashion","Running Shoes",112,0.03
"21535",21535,"CP-21535","Fashion","Formal Shoes",106,0.04
"21536",21536,"AB-21536","Fashion","Sneakers",12,0.01
"21537",21537,"AB-21537","Fashion","Titak watch",76,0.04
"21538",21538,"RS-21538","Fashion","Fossil Watch",79,0.03
"21539",21539,"CP-21539","Fashion","T - Shirts",62,0.01
"21540",21540,"OL-21540","Fashion","Shirts",196,0.05
"21541",21541,"PZ-21541","Fashion","Jeans",109,0.02
"21542",21542,"XP-21542","Fashion","Suits",27,0.03
"21543",21543,"AP-21543","Fashion","Sports Wear",85,0.02
"21544",21544,"XP-21544","Fashion","Casula Shoes",122,0.01
"21545",21545,"AB-21545","Fashion","Running Shoes",74,0.01
"21546",21546,"CP-21546","Fashion","Formal Shoes",42,0.02
"21547",21547,"RS-21547","Fashion","Sneakers",12,0.05
"21548",21548,"XP-21548","Fashion","Titak watch",114,0.01
"21549",21549,"PQ-21549","Fashion","Fossil Watch",159,0.04
"21550",21550,"PQ-21550","Fashion","T - Shirts",49,0.04
"21551",21551,"AB-21551","Fashion","Shirts",196,0.05
"21552",21552,"AP-21552","Fashion","Jeans",218,0.04
"21553",21553,"PZ-21553","Fashion","Suits",27,0.02
"21554",21554,"PZ-21554","Fashion","Sports Wear",85,0.02
"21555",21555,"XP-21555","Fashion","Casula Shoes",40,0.03
"21556",21556,"AP-21556","Fashion","Running Shoes",74,0.03
"21557",21557,"PQ-21557","Fashion","Formal Shoes",213,0.05
"21558",21558,"AB-21558","Fashion","Sneakers",12,0.01
"21559",21559,"PZ-21559","Fashion","Titak watch",228,0.02
"21560",21560,"AP-21560","Fashion","Fossil Watch",39,0.02
"21561",21561,"XP-21561","Fashion","T - Shirts",248,0.02
"21562",21562,"CP-21562","Fashion","Shirts",65,0.01
"21563",21563,"AP-21563","Fashion","Jeans",109,0.01
"21564",21564,"PZ-21564","Fashion","Suits",109,0.02
"21565",21565,"PZ-21565","Fashion","Sports Wear",21,0.04
"21566",21566,"AP-21566","Fashion","Casula Shoes",24,0.03
"21567",21567,"OL-21567","Fashion","Running Shoes",44,0.02
"21568",21568,"XP-21568","Fashion","Formal Shoes",213,0.04
"21569",21569,"PZ-21569","Fashion","Sneakers",20,0.03
"21570",21570,"CP-21570","Fashion","Titak watch",228,0.01
"21571",21571,"PQ-21571","Fashion","Fossil Watch",53,0.03
"21572",21572,"PQ-21572","Fashion","T - Shirts",124,0.04
"21573",21573,"PQ-21573","Fashion","Shirts",39,0.01
"21574",21574,"RS-21574","Fashion","Jeans",218,0.05
"21575",21575,"PQ-21575","Fashion","Suits",54,0.01
"21576",21576,"OL-21576","Fashion","Sports Wear",85,0.03
"21577",21577,"XP-21577","Fashion","Casula Shoes",24,0.02
"21578",21578,"PQ-21578","Fashion","Running Shoes",74,0.05
"21579",21579,"PZ-21579","Fashion","Formal Shoes",42,0.04
"21580",21580,"AP-21580","Fashion","Sneakers",20,0.02
"21581",21581,"CP-21581","Fashion","Titak watch",57,0.03
"21582",21582,"CP-21582","Fashion","Fossil Watch",79,0.05
"21583",21583,"AB-21583","Fashion","T - Shirts",248,0.01
"21584",21584,"AP-21584","Fashion","Shirts",65,0.04
"21585",21585,"AP-21585","Fashion","Jeans",72,0.04
"21586",21586,"CP-21586","Fashion","Suits",109,0.02
"21587",21587,"PQ-21587","Fashion","Sports Wear",21,0.01
"21588",21588,"AB-21588","Fashion","Casula Shoes",40,0.01
"21589",21589,"PQ-21589","Fashion","Running Shoes",56,0.01
"21590",21590,"AB-21590","Fashion","Formal Shoes",213,0.02
"21591",21591,"RS-21591","Fashion","Sneakers",12,0.05
"21592",21592,"PQ-21592","Fashion","Titak watch",114,0.01
"21593",21593,"XP-21593","Fashion","Fossil Watch",53,0.02
"21594",21594,"AB-21594","Fashion","T - Shirts",49,0.04
"21595",21595,"PZ-21595","Fashion","Shirts",65,0.01
"21596",21596,"PZ-21596","Fashion","Jeans",109,0.01
"21597",21597,"RS-21597","Fashion","Suits",109,0.01
"21598",21598,"CP-21598","Fashion","Sports Wear",42,0.05
"21599",21599,"XP-21599","Fashion","Casula Shoes",40,0.03
"21600",21600,"XP-21600","Fashion","Running Shoes",74,0.03
"21601",21601,"PZ-21601","Fashion","Formal Shoes",213,0.02
"21602",21602,"RS-21602","Fashion","Sneakers",31,0.02
"21603",21603,"RS-21603","Fashion","Titak watch",114,0.02
"21604",21604,"CP-21604","Fashion","Fossil Watch",53,0.01
"21605",21605,"PZ-21605","Fashion","T - Shirts",49,0.05
"21606",21606,"RS-21606","Fashion","Shirts",65,0.05
"21607",21607,"AP-21607","Fashion","Jeans",218,0.01
"21608",21608,"PZ-21608","Fashion","Suits",21,0.02
"21609",21609,"CP-21609","Fashion","Sports Wear",21,0.01
"21610",21610,"AB-21610","Fashion","Casula Shoes",61,0.05
"21611",21611,"XP-21611","Fashion","Running Shoes",74,0.02
"21612",21612,"RS-21612","Fashion","Formal Shoes",71,0.03
"21613",21613,"XP-21613","Fashion","Sneakers",12,0.02
"21614",21614,"PQ-21614","Fashion","Titak watch",45,0.05
"21615",21615,"OL-21615","Fashion","Fossil Watch",39,0.04
"21616",21616,"AB-21616","Fashion","T - Shirts",82,0.05
"21617",21617,"AP-21617","Fashion","Shirts",39,0.01
"21618",21618,"OL-21618","Fashion","Jeans",54,0.02
"21619",21619,"CP-21619","Fashion","Suits",21,0.01
"21620",21620,"AP-21620","Fashion","Sports Wear",28,0.01
"21621",21621,"XP-21621","Fashion","Casula Shoes",24,0.03
"21622",21622,"XP-21622","Fashion","Running Shoes",44,0.01
"21623",21623,"OL-21623","Fashion","Formal Shoes",106,0.05
"21624",21624,"AP-21624","Fashion","Sneakers",20,0.02
"21625",21625,"AB-21625","Fashion","Titak watch",57,0.01
"21626",21626,"CP-21626","Fashion","Fossil Watch",53,0.02
"21627",21627,"RS-21627","Fashion","T - Shirts",82,0.04
"21628",21628,"PQ-21628","Fashion","Shirts",49,0.04
"21629",21629,"RS-21629","Fashion","Jeans",109,0.02
"21630",21630,"RS-21630","Fashion","Suits",21,0.03
"21631",21631,"CP-21631","Fashion","Sports Wear",85,0.03
"21632",21632,"PZ-21632","Fashion","Casula Shoes",122,0.01
"21633",21633,"CP-21633","Fashion","Running Shoes",224,0.05
"21634",21634,"AB-21634","Fashion","Formal Shoes",42,0.03
"21635",21635,"CP-21635","Fashion","Sneakers",31,0.02
"21636",21636,"PQ-21636","Fashion","Titak watch",228,0.04
"21637",21637,"CP-21637","Fashion","Fossil Watch",39,0.02
"21638",21638,"AP-21638","Fashion","T - Shirts",49,0.02
"21639",21639,"OL-21639","Fashion","Shirts",49,0.01
"21640",21640,"CP-21640","Fashion","Jeans",109,0.05
"21641",21641,"XP-21641","Fashion","Suits",109,0.01
"21642",21642,"PZ-21642","Fashion","Sports Wear",85,0.03
"21643",21643,"PQ-21643","Fashion","Casula Shoes",30,0.03
"21644",21644,"PQ-21644","Fashion","Running Shoes",74,0.02
"21645",21645,"CP-21645","Fashion","Formal Shoes",213,0.01
"21646",21646,"RS-21646","Fashion","Sneakers",31,0.03
"21647",21647,"RS-21647","Fashion","Titak watch",114,0.05
"21648",21648,"OL-21648","Fashion","Fossil Watch",39,0.05
"21649",21649,"AB-21649","Fashion","T - Shirts",82,0.04
"21650",21650,"AP-21650","Fashion","Shirts",39,0.02
"21651",21651,"RS-21651","Fashion","Jeans",72,0.05
"21652",21652,"AP-21652","Fashion","Suits",109,0.02
"21653",21653,"PQ-21653","Fashion","Sports Wear",85,0.02
"21654",21654,"AP-21654","Fashion","Casula Shoes",30,0.05
"21655",21655,"OL-21655","Fashion","Running Shoes",74,0.05
"21656",21656,"OL-21656","Fashion","Formal Shoes",53,0.05
"21657",21657,"PQ-21657","Fashion","Sneakers",62,0.04
"21658",21658,"AP-21658","Fashion","Titak watch",114,0.04
"21659",21659,"PQ-21659","Fashion","Fossil Watch",31,0.03
"21660",21660,"RS-21660","Fashion","T - Shirts",248,0.03
"21661",21661,"PZ-21661","Fashion","Shirts",49,0.02
"21662",21662,"OL-21662","Fashion","Jeans",54,0.01
"21663",21663,"PQ-21663","Fashion","Suits",21,0.03
"21664",21664,"AB-21664","Fashion","Sports Wear",21,0.01
"21665",21665,"OL-21665","Fashion","Casula Shoes",30,0.02
"21666",21666,"AB-21666","Fashion","Running Shoes",224,0.05
"21667",21667,"XP-21667","Fashion","Formal Shoes",213,0.02
"21668",21668,"AB-21668","Fashion","Sneakers",31,0.04
"21669",21669,"PQ-21669","Fashion","Titak watch",114,0.03
"21670",21670,"PQ-21670","Fashion","Fossil Watch",79,0.05
"21671",21671,"AB-21671","Fashion","T - Shirts",124,0.01
"21672",21672,"PQ-21672","Fashion","Shirts",98,0.03
"21673",21673,"OL-21673","Fashion","Jeans",218,0.05
"21674",21674,"PZ-21674","Fashion","Suits",109,0.03
"21675",21675,"AP-21675","Fashion","Sports Wear",42,0.01
"21676",21676,"RS-21676","Fashion","Casula Shoes",61,0.03
"21677",21677,"AB-21677","Fashion","Running Shoes",112,0.01
"21678",21678,"OL-21678","Fashion","Formal Shoes",106,0.03
"21679",21679,"XP-21679","Fashion","Sneakers",20,0.01
"21680",21680,"XP-21680","Fashion","Titak watch",228,0.02
"21681",21681,"AB-21681","Fashion","Fossil Watch",31,0.04
"21682",21682,"XP-21682","Fashion","T - Shirts",124,0.01
"21683",21683,"PQ-21683","Fashion","Shirts",65,0.03
"21684",21684,"PZ-21684","Fashion","Jeans",54,0.05
"21685",21685,"OL-21685","Fashion","Suits",109,0.03
"21686",21686,"AP-21686","Fashion","Sports Wear",85,0.01
"21687",21687,"AB-21687","Fashion","Casula Shoes",40,0.05
"21688",21688,"RS-21688","Fashion","Running Shoes",112,0.02
"21689",21689,"RS-21689","Fashion","Formal Shoes",53,0.05
"21690",21690,"RS-21690","Fashion","Sneakers",20,0.05
"21691",21691,"RS-21691","Fashion","Titak watch",228,0.02
"21692",21692,"RS-21692","Fashion","Fossil Watch",79,0.03
"21693",21693,"AB-21693","Fashion","T - Shirts",82,0.03
"21694",21694,"CP-21694","Fashion","Shirts",49,0.03
"21695",21695,"XP-21695","Fashion","Jeans",218,0.01
"21696",21696,"CP-21696","Fashion","Suits",21,0.04
"21697",21697,"RS-21697","Fashion","Sports Wear",21,0.03
"21698",21698,"CP-21698","Fashion","Casula Shoes",30,0.05
"21699",21699,"PQ-21699","Fashion","Running Shoes",56,0.02
"21700",21700,"PZ-21700","Fashion","Formal Shoes",213,0.04
"21701",21701,"PZ-21701","Fashion","Sneakers",15,0.03
"21702",21702,"CP-21702","Fashion","Titak watch",45,0.01
"21703",21703,"AP-21703","Fashion","Fossil Watch",159,0.02
"21704",21704,"OL-21704","Fashion","T - Shirts",49,0.01
"21705",21705,"PZ-21705","Fashion","Shirts",98,0.04
"21706",21706,"PQ-21706","Fashion","Jeans",72,0.03
"21707",21707,"AB-21707","Fashion","Suits",36,0.05
"21708",21708,"AB-21708","Fashion","Sports Wear",21,0.03
"21709",21709,"PZ-21709","Fashion","Casula Shoes",61,0.04
"21710",21710,"RS-21710","Fashion","Running Shoes",44,0.05
"21711",21711,"XP-21711","Fashion","Formal Shoes",53,0.04
"21712",21712,"PQ-21712","Fashion","Sneakers",15,0.03
"21713",21713,"CP-21713","Fashion","Titak watch",228,0.05
"21714",21714,"XP-21714","Fashion","Fossil Watch",53,0.02
"21715",21715,"XP-21715","Fashion","T - Shirts",49,0.02
"21716",21716,"RS-21716","Fashion","Shirts",196,0.04
"21717",21717,"AB-21717","Fashion","Jeans",54,0.02
"21718",21718,"PZ-21718","Fashion","Suits",36,0.03
"21719",21719,"CP-21719","Fashion","Sports Wear",21,0.05
"21720",21720,"AP-21720","Fashion","Casula Shoes",61,0.04
"21721",21721,"PQ-21721","Fashion","Running Shoes",224,0.04
"21722",21722,"PQ-21722","Fashion","Formal Shoes",42,0.03
"21723",21723,"RS-21723","Fashion","Sneakers",12,0.05
"21724",21724,"AB-21724","Fashion","Titak watch",76,0.01
"21725",21725,"PQ-21725","Fashion","Fossil Watch",53,0.05
"21726",21726,"XP-21726","Fashion","T - Shirts",49,0.05
"21727",21727,"RS-21727","Fashion","Shirts",49,0.04
"21728",21728,"PZ-21728","Fashion","Jeans",109,0.02
"21729",21729,"PQ-21729","Fashion","Suits",36,0.03
"21730",21730,"XP-21730","Fashion","Sports Wear",17,0.03
"21731",21731,"AP-21731","Fashion","Casula Shoes",24,0.03
"21732",21732,"CP-21732","Fashion","Running Shoes",74,0.01
"21733",21733,"OL-21733","Fashion","Formal Shoes",213,0.03
"21734",21734,"AP-21734","Fashion","Sneakers",31,0.03
"21735",21735,"OL-21735","Fashion","Titak watch",45,0.05
"21736",21736,"RS-21736","Fashion","Fossil Watch",79,0.01
"21737",21737,"CP-21737","Fashion","T - Shirts",62,0.01
"21738",21738,"PZ-21738","Fashion","Shirts",49,0.04
"21739",21739,"AB-21739","Fashion","Jeans",54,0.02
"21740",21740,"PZ-21740","Fashion","Suits",27,0.01
"21741",21741,"CP-21741","Fashion","Sports Wear",21,0.02
"21742",21742,"AB-21742","Fashion","Casula Shoes",30,0.04
"21743",21743,"AB-21743","Fashion","Running Shoes",44,0.01
"21744",21744,"CP-21744","Fashion","Formal Shoes",42,0.03
"21745",21745,"AP-21745","Fashion","Sneakers",62,0.02
"21746",21746,"AB-21746","Fashion","Titak watch",228,0.05
"21747",21747,"PQ-21747","Fashion","Fossil Watch",53,0.03
"21748",21748,"AB-21748","Fashion","T - Shirts",82,0.01
"21749",21749,"CP-21749","Fashion","Shirts",65,0.04
"21750",21750,"OL-21750","Fashion","Jeans",109,0.05
"21751",21751,"PQ-21751","Fashion","Suits",54,0.04
"21752",21752,"PQ-21752","Fashion","Sports Wear",21,0.02
"21753",21753,"PQ-21753","Fashion","Casula Shoes",30,0.02
"21754",21754,"AP-21754","Fashion","Running Shoes",44,0.05
"21755",21755,"CP-21755","Fashion","Formal Shoes",213,0.01
"21756",21756,"CP-21756","Fashion","Sneakers",12,0.02
"21757",21757,"PZ-21757","Fashion","Titak watch",57,0.01
"21758",21758,"OL-21758","Fashion","Fossil Watch",53,0.04
"21759",21759,"PZ-21759","Fashion","T - Shirts",82,0.03
"21760",21760,"AP-21760","Fashion","Shirts",196,0.02
"21761",21761,"CP-21761","Fashion","Jeans",54,0.04
"21762",21762,"PQ-21762","Fashion","Suits",36,0.02
"21763",21763,"AP-21763","Fashion","Sports Wear",85,0.05
"21764",21764,"RS-21764","Fashion","Casula Shoes",24,0.02
"21765",21765,"PZ-21765","Fashion","Running Shoes",56,0.04
"21766",21766,"AB-21766","Fashion","Formal Shoes",53,0.03
"21767",21767,"AB-21767","Fashion","Sneakers",31,0.01
"21768",21768,"XP-21768","Fashion","Titak watch",76,0.03
"21769",21769,"AP-21769","Fashion","Fossil Watch",31,0.05
"21770",21770,"AB-21770","Fashion","T - Shirts",124,0.01
"21771",21771,"OL-21771","Fashion","Shirts",49,0.05
"21772",21772,"AB-21772","Fashion","Jeans",218,0.03
"21773",21773,"AP-21773","Fashion","Suits",27,0.04
"21774",21774,"PQ-21774","Fashion","Sports Wear",17,0.05
"21775",21775,"PQ-21775","Fashion","Casula Shoes",61,0.04
"21776",21776,"PZ-21776","Fashion","Running Shoes",56,0.02
"21777",21777,"OL-21777","Fashion","Formal Shoes",42,0.01
"21778",21778,"XP-21778","Fashion","Sneakers",15,0.05
"21779",21779,"CP-21779","Fashion","Titak watch",76,0.03
"21780",21780,"PQ-21780","Fashion","Fossil Watch",39,0.04
"21781",21781,"PZ-21781","Fashion","T - Shirts",49,0.05
"21782",21782,"AB-21782","Fashion","Shirts",98,0.02
"21783",21783,"XP-21783","Fashion","Jeans",109,0.01
"21784",21784,"CP-21784","Fashion","Suits",27,0.02
"21785",21785,"PQ-21785","Fashion","Sports Wear",21,0.01
"21786",21786,"PQ-21786","Fashion","Casula Shoes",30,0.01
"21787",21787,"RS-21787","Fashion","Running Shoes",44,0.04
"21788",21788,"PZ-21788","Fashion","Formal Shoes",213,0.02
"21789",21789,"PZ-21789","Fashion","Sneakers",20,0.05
"21790",21790,"AB-21790","Fashion","Titak watch",76,0.04
"21791",21791,"PZ-21791","Fashion","Fossil Watch",159,0.04
"21792",21792,"AB-21792","Fashion","T - Shirts",82,0.01
"21793",21793,"CP-21793","Fashion","Shirts",49,0.05
"21794",21794,"RS-21794","Fashion","Jeans",218,0.04
"21795",21795,"AP-21795","Fashion","Suits",36,0.05
"21796",21796,"CP-21796","Fashion","Sports Wear",17,0.01
"21797",21797,"RS-21797","Fashion","Casula Shoes",61,0.01
"21798",21798,"CP-21798","Fashion","Running Shoes",74,0.02
"21799",21799,"OL-21799","Fashion","Formal Shoes",71,0.04
"21800",21800,"AB-21800","Fashion","Sneakers",20,0.05
"21801",21801,"XP-21801","Fashion","Titak watch",114,0.04
"21802",21802,"PQ-21802","Fashion","Fossil Watch",31,0.03
"21803",21803,"OL-21803","Fashion","T - Shirts",248,0.04
"21804",21804,"AB-21804","Fashion","Shirts",196,0.05
"21805",21805,"XP-21805","Fashion","Jeans",109,0.04
"21806",21806,"AP-21806","Fashion","Suits",27,0.03
"21807",21807,"OL-21807","Fashion","Sports Wear",42,0.01
"21808",21808,"OL-21808","Fashion","Casula Shoes",122,0.03
"21809",21809,"AB-21809","Fashion","Running Shoes",44,0.01
"21810",21810,"AP-21810","Fashion","Formal Shoes",42,0.01
"21811",21811,"CP-21811","Fashion","Sneakers",15,0.05
"21812",21812,"PZ-21812","Fashion","Titak watch",45,0.03
"21813",21813,"AB-21813","Fashion","Fossil Watch",39,0.03
