ship.id,ship.date,ship.mode,ship.cost
DF-27753,2015-05-06,Standard Class,7.6
JK-27754,2015-10-06,Standard Class,12.8
LP-27755,2015-06-18,Standard Class,11.2
PQ-27756,2015-12-02,Standard Class,13.4
PQ-27757,2015-06-18,Standard Class,1.8
DF-27758,2015-08-13,Standard Class,1.7
PQ-27759,2015-10-02,Standard Class,3.7
LP-27760,2016-01-01,Standard Class,8.8
PQ-27761,2015-10-09,Standard Class,11.6
OP-27762,2015-12-18,Standard Class,1.6
JK-27763,2015-04-17,Standard Class,11.2
MZ-27764,2015-05-15,Standard Class,7.4
OP-27765,2015-01-31,Standard Class,11.8
LP-27766,2015-04-07,Standard Class,11
LM-27767,2015-11-11,Standard Class,12.7
TA-27768,2015-10-17,Standard Class,2.4
DF-27769,2015-04-08,Standard Class,1.7
DF-27770,2015-03-11,Standard Class,3.1
PQ-27771,2015-09-04,Standard Class,8.8
DZ-27772,2015-06-20,Standard Class,12
LP-27773,2015-04-15,Standard Class,1.2
AX-27774,2015-09-11,Standard Class,13.9
TA-27775,2015-07-14,Standard Class,7.6
TA-27776,2015-05-24,Standard Class,15.3
MZ-27777,2015-09-11,Standard Class,8.7
LP-27778,2015-10-24,Standard Class,13.4
TA-27779,2015-08-08,Standard Class,0.7
JK-27780,2015-08-19,Standard Class,2.1
OP-27781,2015-04-18,Standard Class,3.7
AX-27782,2015-05-08,Standard Class,12.2
MZ-27783,2015-12-15,Standard Class,12.7
MZ-27784,2015-04-11,Standard Class,2.1
MZ-27785,2015-10-12,Standard Class,14.6
OP-27786,2015-11-09,Standard Class,7.1
AX-27787,2015-03-17,Standard Class,16.3
PQ-27788,2015-06-12,Standard Class,8.7
JK-27789,2015-01-27,Standard Class,11.8
JK-27790,2015-12-02,Standard Class,1.2
OP-27791,2015-10-16,Standard Class,4.3
MZ-27792,2015-12-16,Standard Class,3.1
TA-27793,2015-05-19,Standard Class,13.5
JK-27794,2015-12-04,Standard Class,12
TA-27795,2015-02-14,Standard Class,1.2
JK-27796,2015-06-02,Standard Class,10.2
LM-27797,2015-06-10,Standard Class,6
TA-27798,2015-08-13,Standard Class,16.3
JK-27799,2015-07-07,Standard Class,6.7
OP-27800,2015-11-06,Standard Class,11.2
DF-27801,2015-11-20,Standard Class,1.3
OP-27802,2015-11-12,Standard Class,2.1
OP-27803,2015-04-11,Standard Class,2.4
LP-27804,2015-10-18,Standard Class,13.5
TA-27805,2015-09-09,Standard Class,12
MZ-27806,2015-11-02,Standard Class,2.1
TA-27807,2015-10-23,Standard Class,12.5
MZ-27808,2015-07-26,Standard Class,6.6
LP-27809,2015-01-27,Standard Class,13.8
DF-27810,2016-01-01,Standard Class,9.8
MZ-27811,2015-05-06,Standard Class,12.9
PQ-27812,2015-01-13,Standard Class,2.8
LP-27813,2015-03-18,Standard Class,4.3
DZ-27814,2015-03-05,Standard Class,3.8
DZ-27815,2015-11-08,Standard Class,8.8
LM-27816,2015-07-04,Standard Class,12.4
LP-27817,2015-09-12,Standard Class,1.6
LM-27818,2015-11-08,Standard Class,10.2
PQ-27819,2015-04-14,Standard Class,6.5
PQ-27820,2015-05-26,Standard Class,15.8
DZ-27821,2015-12-11,Standard Class,10.4
PQ-27822,2015-09-13,Standard Class,13.1
TA-27823,2015-12-10,Standard Class,2.6
LM-27824,2015-12-01,Standard Class,0.3
MZ-27825,2015-07-01,Standard Class,3.7
PQ-27826,2015-11-04,Standard Class,9.9
TA-27827,2015-07-07,Standard Class,12.4
DF-27828,2015-05-19,Standard Class,3.1
TA-27829,2015-08-24,Standard Class,12.5
PQ-27830,2015-07-16,Standard Class,5.4
DF-27831,2015-10-19,Standard Class,15.6
PQ-27832,2015-12-09,Standard Class,11.2
LM-27833,2015-08-03,Standard Class,12.7
LP-27834,2015-02-27,Standard Class,2.4
DF-27835,2015-03-09,Standard Class,2.8
MZ-27836,2015-07-27,Standard Class,3.2
MZ-27837,2015-07-04,Standard Class,13.1
OP-27838,2015-09-07,Standard Class,10.7
AX-27839,2015-07-20,Standard Class,1.2
TA-27840,2015-12-23,Standard Class,13
DF-27841,2015-06-12,Standard Class,3.9
AX-27842,2015-05-02,Standard Class,15.6
DZ-27843,2015-11-22,Standard Class,10.4
JK-27844,2015-01-11,Standard Class,13.1
PQ-27845,2015-11-25,Standard Class,2
MZ-27846,2015-11-16,Standard Class,2.1
DZ-27847,2015-10-15,Standard Class,3.7
DZ-27848,2015-12-13,Standard Class,13.7
LM-27849,2015-05-28,Standard Class,12.4
OP-27850,2015-10-22,Standard Class,2.1
TA-27851,2015-11-07,Standard Class,9.1
LM-27852,2016-01-01,Standard Class,7.6
JK-27853,2015-03-21,Standard Class,14.8
DF-27854,2015-12-19,Standard Class,10.6
AX-27855,2015-05-21,Standard Class,12.1
DZ-27856,2015-04-21,Standard Class,2.2
MZ-27857,2015-11-23,Standard Class,0.2
TA-27858,2015-12-15,Standard Class,2.7
DF-27859,2015-02-14,Standard Class,13.3
PQ-27860,2015-12-11,Standard Class,11.6
PQ-27861,2015-05-29,Standard Class,2.1
TA-27862,2015-06-03,Standard Class,13.4
LM-27863,2015-09-29,Standard Class,6.5
DF-27864,2015-07-27,Standard Class,13.1
AX-27865,2015-10-03,Standard Class,8.5
TA-27866,2015-10-16,Standard Class,10.5
DF-27867,2015-08-01,Standard Class,0.7
AX-27868,2015-03-10,Standard Class,0.2
TA-27869,2015-07-29,Standard Class,3.6
OP-27870,2015-08-20,Standard Class,12.6
PQ-27871,2015-02-05,Standard Class,10.1
DZ-27872,2015-10-09,Standard Class,1.6
LP-27873,2015-08-21,Standard Class,13.7
LP-27874,2015-03-02,Standard Class,7.6
LM-27875,2015-04-05,Standard Class,13.8
MZ-27876,2015-09-10,Standard Class,11
LM-27877,2015-02-23,Standard Class,12.5
LM-27878,2015-06-10,Standard Class,2.6
JK-27879,2015-01-31,Standard Class,0.1
TA-27880,2015-08-18,Standard Class,3.5
LP-27881,2015-08-18,Standard Class,9.9
TA-27882,2015-01-21,Standard Class,11.2
PQ-27883,2015-02-12,Standard Class,1.6
LM-27884,2015-12-30,Standard Class,12.1
LM-27885,2015-01-17,Standard Class,5.5
MZ-27886,2015-07-17,Standard Class,15.8
AX-27887,2015-08-27,Standard Class,9.8
LP-27888,2015-05-17,Standard Class,12.5
AX-27889,2015-03-23,Standard Class,0.2
AX-27890,2015-08-18,Standard Class,1.7
LP-27891,2015-03-15,Standard Class,3.2
OP-27892,2015-03-31,Standard Class,12.2
PQ-27893,2015-07-04,Standard Class,12.4
DZ-27894,2015-04-09,Standard Class,1.2
TA-27895,2015-11-13,Standard Class,13.4
DF-27896,2016-01-01,Standard Class,6.3
DZ-27897,2015-11-17,Standard Class,11.8
MZ-27898,2015-12-01,Standard Class,8.7
AX-27899,2015-01-16,Standard Class,8.4
MZ-27900,2015-09-20,Standard Class,1.3
OP-27901,2015-01-04,Standard Class,2.1
AX-27902,2015-08-26,Standard Class,3.7
DF-27903,2015-01-13,Standard Class,13.5
LM-27904,2015-06-06,Standard Class,12.4
JK-27905,2015-08-20,Standard Class,2.1
JK-27906,2015-04-23,Standard Class,13.4
DZ-27907,2015-11-10,Standard Class,7.3
OP-27908,2015-10-28,Standard Class,10.6
JK-27909,2015-04-18,Standard Class,11.4
AX-27910,2015-02-25,Standard Class,13.4
JK-27911,2015-04-23,Standard Class,2
AX-27912,2015-03-29,Standard Class,4.3
MZ-27913,2015-12-19,Standard Class,3.7
DF-27914,2015-06-30,Standard Class,12.6
DF-27915,2015-02-27,Standard Class,9.9
TA-27916,2015-03-25,Standard Class,1.6
AX-27917,2015-03-06,Standard Class,13.9
LM-27918,2015-01-21,Standard Class,7.4
DF-27919,2015-02-12,Standard Class,11.8
AX-27920,2015-10-28,Standard Class,9.2
DF-27921,2015-02-27,Standard Class,13.1
OP-27922,2015-12-31,Standard Class,2.4
PQ-27923,2015-05-16,Standard Class,0.2
OP-27924,2015-10-22,Standard Class,4.1
MZ-27925,2015-01-06,Standard Class,11
DZ-27926,2015-08-30,Standard Class,12.2
AX-27927,2015-07-02,Standard Class,2.1
PQ-27928,2015-01-07,Standard Class,14.1
LM-27929,2015-06-25,Standard Class,7.4
DZ-27930,2015-12-22,Standard Class,11.8
LM-27931,2015-07-18,Standard Class,8.5
LM-27932,2015-12-15,Standard Class,12.1
JK-27933,2015-07-23,Standard Class,1.6
LP-27934,2015-06-20,Standard Class,2.8
AX-27935,2015-05-28,Standard Class,2.7
DZ-27936,2016-01-09,Standard Class,9.9
DF-27937,2015-11-30,Standard Class,11.4
PQ-27938,2015-01-28,Standard Class,6.2
AX-27939,2015-02-07,Standard Class,14.1
MZ-27940,2015-02-18,Standard Class,7.3
DZ-27941,2015-06-01,Standard Class,13.1
OP-27942,2015-12-04,Standard Class,10.6
DZ-27943,2015-10-06,Standard Class,10.5
JK-27944,2015-10-10,Standard Class,2.6
TA-27945,2015-05-19,Standard Class,1.7
DF-27946,2015-12-26,Standard Class,4
MZ-27947,2015-12-31,Standard Class,8.8
PQ-27948,2015-01-06,Standard Class,12.9
PQ-27949,2015-01-12,Standard Class,6.2
JK-27950,2015-06-19,Standard Class,12.5
DZ-27951,2015-10-09,Standard Class,7.6
OP-27952,2015-09-24,Standard Class,15.3
TA-27953,2015-04-24,Standard Class,10.6
DZ-27954,2015-10-30,Standard Class,13.4
DF-27955,2015-03-10,Standard Class,2.2
LP-27956,2015-01-26,Standard Class,0.1
DZ-27957,2015-07-31,Standard Class,3.6
DF-27958,2015-12-02,Standard Class,12.6
TA-27959,2015-04-06,Standard Class,12
TA-27960,2015-02-01,Standard Class,3.1
DF-27961,2015-04-11,Standard Class,13.4
LM-27962,2015-09-08,Standard Class,4.7
LP-27963,2015-10-31,Standard Class,15.3
DF-27964,2015-06-12,Standard Class,7.7
TA-27965,2015-09-11,Standard Class,13.1
MZ-27966,2015-12-02,Standard Class,0.7
AX-27967,2015-02-09,Standard Class,0.2
OP-27968,2015-08-25,Standard Class,3.6
AX-27969,2015-04-04,Standard Class,12.4
TA-27970,2015-12-12,Standard Class,12.7
LP-27971,2015-10-20,Standard Class,6.2
AX-27972,2015-03-19,Standard Class,13
LM-27973,2015-10-06,Standard Class,4.7
PQ-27974,2015-11-30,Standard Class,15.3
MZ-27975,2015-04-30,Standard Class,10
PQ-27976,2015-10-03,Standard Class,12.9
OP-27977,2015-07-04,Standard Class,2.5
PQ-27978,2015-12-04,Standard Class,0.2
JK-27979,2015-10-03,Standard Class,4.1
DF-27980,2015-08-03,Standard Class,14
LP-27981,2015-11-13,Standard Class,12
DF-27982,2015-12-09,Standard Class,1.2
JK-27983,2015-04-10,Standard Class,14.1
AX-27984,2015-05-11,Standard Class,7.1
MZ-27985,2015-11-12,Standard Class,16.1
LP-27986,2015-10-01,Standard Class,10.6
AX-27987,2015-12-23,Standard Class,9.4
LM-27988,2015-05-29,Standard Class,0.2
AX-27989,2015-09-18,Standard Class,0.2
TA-27990,2015-08-29,Standard Class,2.2
DF-27991,2015-01-11,Standard Class,11.7
AX-27992,2015-04-20,Standard Class,11.2
AX-27993,2015-07-06,Standard Class,3.1
OP-27994,2015-10-07,Standard Class,12.1
JK-27995,2015-12-29,Standard Class,4.7
LP-27996,2015-02-05,Standard Class,15.8
AX-27997,2016-01-03,Standard Class,11.2
PQ-27998,2015-06-01,Standard Class,13.1
PQ-27999,2015-07-05,Standard Class,2.5
OP-28000,2015-08-21,Standard Class,0.4
OP-28001,2015-01-13,Standard Class,3.5
DF-28002,2015-01-11,Standard Class,12.6
LP-28003,2015-06-04,Standard Class,10.7
OP-28004,2015-09-25,Standard Class,1.2
TA-28005,2015-05-17,Standard Class,13
LM-28006,2016-01-07,Standard Class,7.6
DF-28007,2015-09-18,Standard Class,16.3
DF-28008,2015-10-04,Standard Class,9.8
DF-28009,2015-02-19,Standard Class,12.9
LM-28010,2015-12-19,Standard Class,2.2
PQ-28011,2015-08-22,Standard Class,0.2
PQ-28012,2015-02-14,Standard Class,3.5
DF-28013,2015-04-18,Standard Class,12.6
LM-28014,2015-11-30,Standard Class,10.7
DZ-28015,2015-06-07,Standard Class,1.2
OP-28016,2015-11-13,Standard Class,10.2
DZ-28017,2015-02-02,Standard Class,6.3
LM-28018,2015-08-28,Standard Class,11.8
MZ-28019,2015-06-02,Standard Class,10
TA-28020,2015-03-21,Standard Class,12.1
TA-28021,2015-11-19,Standard Class,1.6
JK-28022,2015-06-24,Standard Class,0.3
JK-28023,2015-01-16,Standard Class,3.8
LP-28024,2015-01-25,Standard Class,14
DF-28025,2015-12-05,Standard Class,9.9
DZ-28026,2015-08-11,Standard Class,1.2
JK-28027,2015-09-22,Standard Class,11.4
OP-28028,2015-08-27,Standard Class,7.4
LM-28029,2015-03-06,Standard Class,15.8
LP-28030,2015-05-05,Standard Class,9.6
OP-28031,2015-12-18,Standard Class,12.7
LP-28032,2015-05-01,Standard Class,2.6
MZ-28033,2015-12-28,Standard Class,4.3
DZ-28034,2015-11-20,Standard Class,2.2
DF-28035,2015-12-11,Standard Class,13.5
OP-28036,2015-04-25,Standard Class,12.4
DF-28037,2015-11-28,Standard Class,1.2
AX-28038,2015-12-05,Standard Class,13.9
TA-28039,2015-11-17,Standard Class,7.7
JK-28040,2015-04-03,Standard Class,16.1
JK-28041,2015-10-29,Standard Class,10.8
TA-28042,2015-09-06,Standard Class,11.8
MZ-28043,2015-04-14,Standard Class,2.6
MZ-28044,2015-06-27,Standard Class,2.8
LP-28045,2015-08-02,Standard Class,3.7
LM-28046,2015-03-02,Standard Class,12.4
LM-28047,2015-12-30,Standard Class,12.2
TA-28048,2015-09-18,Standard Class,1.6
LM-28049,2015-09-06,Standard Class,13.9
TA-28050,2015-05-01,Standard Class,7.3
OP-28051,2015-11-09,Standard Class,13.8
AX-28052,2015-09-07,Standard Class,11
LP-28053,2015-10-26,Standard Class,12.9
MZ-28054,2015-01-17,Standard Class,2.4
PQ-28055,2015-06-03,Standard Class,1.7
MZ-28056,2016-01-04,Standard Class,4
JK-28057,2015-05-19,Standard Class,12.6
DZ-28058,2015-04-14,Standard Class,11.2
AX-28059,2015-08-14,Standard Class,2.1
DF-28060,2015-06-09,Standard Class,12.1
DZ-28061,2015-05-03,Standard Class,7.1
AX-28062,2015-09-09,Standard Class,16.1
MZ-28063,2015-02-06,Standard Class,9.6
OP-28064,2015-11-10,Standard Class,13.1
LP-28065,2015-07-29,Standard Class,1.8
DF-28066,2015-02-20,Standard Class,0.2
LM-28067,2015-11-09,Standard Class,1.8
LP-28068,2015-01-24,Standard Class,12.6
MZ-28069,2016-01-04,Standard Class,11.4
DF-28070,2015-01-21,Standard Class,3.1
MZ-28071,2015-05-21,Standard Class,9.1
OP-28072,2015-11-17,Standard Class,4.7
AX-28073,2015-08-08,Standard Class,15.8
OP-28074,2015-08-29,Standard Class,11.2
DZ-28075,2016-01-06,Standard Class,9.4
LM-28076,2015-01-28,Standard Class,1.6
TA-28077,2015-03-26,Standard Class,4.3
LP-28078,2015-05-20,Standard Class,3.7
LP-28079,2015-01-21,Standard Class,11
LM-28080,2015-02-07,Standard Class,9
DF-28081,2015-05-02,Standard Class,3.1
DF-28082,2015-09-10,Standard Class,13.9
LM-28083,2015-05-30,Standard Class,6.9
MZ-28084,2015-12-09,Standard Class,14.8
LP-28085,2015-10-13,Standard Class,10
LP-28086,2015-03-08,Standard Class,13.4
PQ-28087,2015-04-19,Standard Class,1.3
JK-28088,2015-11-02,Standard Class,4.3
DZ-28089,2015-07-18,Standard Class,2.2
MZ-28090,2015-10-08,Standard Class,13.3
MZ-28091,2015-02-13,Standard Class,10.1
TA-28092,2015-03-29,Standard Class,6.2
TA-28093,2015-07-08,Standard Class,12.5
DZ-28094,2015-06-27,Standard Class,6.9
MZ-28095,2015-07-04,Standard Class,15.8
DF-28096,2015-03-30,Standard Class,6.7
MZ-28097,2015-07-04,Standard Class,12.7
LM-28098,2015-04-08,Standard Class,2.8
DZ-28099,2015-07-23,Standard Class,2.8
JK-28100,2015-08-09,Standard Class,1.2
DF-28101,2015-02-01,Standard Class,13.5
TA-28102,2015-11-20,Standard Class,11.4
LP-28103,2015-12-08,Standard Class,1.2
DZ-28104,2015-09-17,Standard Class,11.4
JK-28105,2015-05-13,Standard Class,7.1
MZ-28106,2015-02-17,Standard Class,14.8
OP-28107,2015-07-08,Standard Class,10
AX-28108,2015-09-16,Standard Class,13.1
LM-28109,2015-05-06,Standard Class,0.2
DZ-28110,2015-11-21,Standard Class,0.1
LM-28111,2015-01-27,Standard Class,3.2
LP-28112,2015-02-03,Standard Class,13.7
LM-28113,2015-07-19,Standard Class,8
PQ-28114,2015-02-27,Standard Class,1.2
DZ-28115,2015-07-19,Standard Class,14.3
LM-28116,2016-01-01,Standard Class,7.1
MZ-28117,2015-08-19,Standard Class,13.8
PQ-28118,2015-08-03,Standard Class,8.5
MZ-28119,2015-10-20,Standard Class,11.2
PQ-28120,2015-03-03,Standard Class,2.4
MZ-28121,2015-01-18,Standard Class,2.1
MZ-28122,2015-10-14,Standard Class,3.6
DZ-28123,2015-09-21,Standard Class,12.4
LP-28124,2015-10-07,Standard Class,12
LP-28125,2015-08-27,Standard Class,2.1
DZ-28126,2015-07-17,Standard Class,13.9
MZ-28127,2015-09-29,Standard Class,7.3
AX-28128,2015-03-11,Standard Class,13.1
LP-28129,2015-04-29,Standard Class,10.8
JK-28130,2015-10-14,Standard Class,12.9
JK-28131,2015-06-28,Standard Class,2.7
JK-28132,2015-03-23,Standard Class,2.8
LP-28133,2015-01-11,Standard Class,3.8
OP-28134,2015-06-21,Standard Class,12.4
MZ-28135,2015-12-02,Standard Class,9.9
DF-28136,2015-12-01,Standard Class,1.6
MZ-28137,2015-04-20,Standard Class,13.4
PQ-28138,2015-02-27,Standard Class,6
AX-28139,2015-08-17,Standard Class,15.3
AX-28140,2015-06-22,Standard Class,10
MZ-28141,2015-07-02,Standard Class,11.6
OP-28142,2015-02-16,Standard Class,2
DZ-28143,2015-02-26,Standard Class,0.3
TA-28144,2015-11-14,Standard Class,4.1
LM-28145,2015-02-06,Standard Class,12.6
MZ-28146,2015-02-01,Standard Class,12.2
MZ-28147,2015-10-13,Standard Class,3.1
AX-28148,2015-02-19,Standard Class,14.6
DZ-28149,2015-05-08,Standard Class,7.1
DF-28150,2015-09-12,Standard Class,14.3
JK-28151,2015-12-31,Standard Class,11
OP-28152,2015-05-10,Standard Class,10.5
LP-28153,2015-10-14,Standard Class,2
LM-28154,2015-08-10,Standard Class,0.4
AX-28155,2016-01-07,Standard Class,4.1
DZ-28156,2015-07-19,Standard Class,11
DZ-28157,2015-07-16,Standard Class,12.2
MZ-28158,2015-12-01,Standard Class,3.1
MZ-28159,2015-07-03,Standard Class,10.2
DZ-28160,2015-04-29,Standard Class,6
JK-28161,2015-01-18,Standard Class,15.3
DZ-28162,2015-03-30,Standard Class,11
JK-28163,2015-06-13,Standard Class,11.2
PQ-28164,2015-08-04,Standard Class,2.7
DZ-28165,2015-06-26,Standard Class,0.2
OP-28166,2015-03-14,Standard Class,3.2
TA-28167,2015-08-25,Standard Class,13.1
JK-28168,2015-05-27,Standard Class,10.7
PQ-28169,2015-12-31,Standard Class,6.2
DF-28170,2015-09-15,Standard Class,13.4
MZ-28171,2015-01-14,Standard Class,7.3
AX-28172,2015-03-14,Standard Class,15.8
MZ-28173,2015-08-22,Standard Class,9.8
DF-28174,2015-01-05,Standard Class,12.5
JK-28175,2015-01-28,Standard Class,2.7
DF-28176,2015-08-28,Standard Class,2.8
DZ-28177,2015-08-18,Standard Class,1.8
DZ-28178,2015-06-10,Standard Class,12.2
LM-28179,2015-07-26,Standard Class,11.4
LP-28180,2015-06-19,Standard Class,1.6
AX-28181,2015-08-15,Standard Class,14.1
JK-28182,2015-05-14,Standard Class,7.6
PQ-28183,2015-04-13,Standard Class,14.8
PQ-28184,2015-04-08,Standard Class,11.2
AX-28185,2015-09-05,Standard Class,10.5
MZ-28186,2015-06-22,Standard Class,2.7
AX-28187,2015-03-07,Standard Class,0.2
LP-28188,2015-01-28,Standard Class,1.8
TA-28189,2016-01-01,Standard Class,13.3
AX-28190,2015-11-02,Standard Class,12.7
PQ-28191,2015-01-31,Standard Class,3.1
TA-28192,2015-12-27,Standard Class,10.2
OP-28193,2015-01-21,Standard Class,3.9
DZ-28194,2015-12-05,Standard Class,13.1
JK-28195,2015-04-25,Standard Class,8.7
OP-28196,2015-01-22,Standard Class,9.4
DZ-28197,2015-06-29,Standard Class,1.8
DZ-28198,2015-08-29,Standard Class,1.7
MZ-28199,2015-05-15,Standard Class,1.2
LM-28200,2015-01-11,Standard Class,13.3
AX-28201,2015-03-04,Standard Class,11.4
OP-28202,2015-01-04,Standard Class,2.1
LM-28203,2015-12-12,Standard Class,13.7
MZ-28204,2015-08-07,Standard Class,6.5
DF-28205,2016-01-05,Standard Class,14.3
JK-28206,2015-08-29,Standard Class,9.2
DZ-28207,2015-08-05,Standard Class,13.4
DF-28208,2015-10-21,Standard Class,1.3
OP-28209,2015-11-27,Standard Class,2.8
TA-28210,2015-06-16,Standard Class,3.7
DZ-28211,2015-01-07,Standard Class,11
PQ-28212,2015-03-14,Standard Class,10.7
DF-28213,2015-09-26,Standard Class,6.2
DF-28214,2015-08-07,Standard Class,13
PQ-28215,2015-10-02,Standard Class,6.5
PQ-28216,2015-07-05,Standard Class,13.8
DZ-28217,2015-05-31,Standard Class,11.2
MZ-28218,2015-04-23,Standard Class,10.5
MZ-28219,2015-06-21,Standard Class,2.2
MZ-28220,2015-11-14,Standard Class,0.2
AX-28221,2015-10-29,Standard Class,3.8
TA-28222,2015-01-31,Standard Class,13.5
DZ-28223,2015-06-17,Standard Class,11.2
MZ-28224,2015-08-29,Standard Class,1.6
AX-28225,2015-03-26,Standard Class,14.3
LM-28226,2015-02-14,Standard Class,5.5
LM-28227,2015-12-30,Standard Class,13.1
TA-28228,2015-07-11,Standard Class,11.4
MZ-28229,2015-10-09,Standard Class,10.5
DZ-28230,2015-05-01,Standard Class,1.9
OP-28231,2015-02-06,Standard Class,2.8
DZ-28232,2015-11-23,Standard Class,3.1
DZ-28233,2015-05-12,Standard Class,14.2
OP-28234,2015-04-17,Standard Class,8
AX-28235,2015-10-27,Standard Class,6.2
TA-28236,2015-03-18,Standard Class,14.1
PQ-28237,2015-07-26,Standard Class,5.5
DF-28238,2015-08-25,Standard Class,13.1
LM-28239,2015-09-18,Standard Class,10.6
TA-28240,2015-03-07,Standard Class,13.6
LM-28241,2015-05-20,Standard Class,1.2
OP-28242,2015-12-10,Standard Class,0.2
OP-28243,2015-03-19,Standard Class,2.4
AX-28244,2015-05-08,Standard Class,13.1
LP-28245,2015-05-26,Standard Class,11.6
PQ-28246,2015-11-14,Standard Class,1.6
JK-28247,2015-10-03,Standard Class,10.2
DF-28248,2015-02-26,Standard Class,6.3
PQ-28249,2015-06-23,Standard Class,15.3
MZ-28250,2015-04-11,Standard Class,9.8
LM-28251,2015-09-19,Standard Class,12.9
JK-28252,2015-12-25,Standard Class,0.7
JK-28253,2015-01-26,Standard Class,2.8
LM-28254,2015-03-10,Standard Class,2.4
DF-28255,2015-03-07,Standard Class,14.2
MZ-28256,2015-09-04,Standard Class,11.6
MZ-28257,2015-07-19,Standard Class,1.6
LM-28258,2015-05-14,Standard Class,13.9
PQ-28259,2015-02-19,Standard Class,7.6
TA-28260,2015-08-03,Standard Class,15.3
JK-28261,2015-05-16,Standard Class,10.8
LM-28262,2015-02-06,Standard Class,13.1
TA-28263,2015-02-24,Standard Class,0.2
PQ-28264,2015-07-16,Standard Class,1.7
DZ-28265,2015-02-22,Standard Class,3.8
DF-28266,2015-07-06,Standard Class,13.3
AX-28267,2015-06-13,Standard Class,12.2
LM-28268,2015-03-31,Standard Class,2.1
LP-28269,2015-12-23,Standard Class,13
DF-28270,2015-05-25,Standard Class,6.6
LP-28271,2015-06-11,Standard Class,16.3
OP-28272,2015-07-03,Standard Class,8.7
PQ-28273,2015-09-23,Standard Class,11.8
LM-28274,2015-12-01,Standard Class,2.7
PQ-28275,2015-09-17,Standard Class,1.7
TA-28276,2015-10-28,Standard Class,2.4
DF-28277,2015-06-24,Standard Class,14
DF-28278,2015-01-13,Standard Class,12.2
LP-28279,2015-02-24,Standard Class,2.1
MZ-28280,2015-06-13,Standard Class,14.6
LP-28281,2015-09-18,Standard Class,3.9
LM-28282,2015-04-10,Standard Class,15.3
OP-28283,2015-03-27,Standard Class,11
MZ-28284,2015-11-04,Standard Class,12.5
DF-28285,2015-02-12,Standard Class,2.8
OP-28286,2015-11-06,Standard Class,1.7
DF-28287,2015-11-30,Standard Class,2.4
OP-28288,2015-09-27,Standard Class,12.6
DZ-28289,2015-12-19,Standard Class,9.9
JK-28290,2015-11-16,Standard Class,1.6
LP-28291,2015-10-23,Standard Class,10.2
TA-28292,2015-11-06,Standard Class,3.9
MZ-28293,2015-04-26,Standard Class,16.6
LM-28294,2015-07-15,Standard Class,9.6
PQ-28295,2015-05-16,Standard Class,12.5
LM-28296,2015-02-12,Standard Class,1.6
DZ-28297,2015-08-11,Standard Class,2.8
DZ-28298,2015-10-10,Standard Class,3.5
TA-28299,2015-09-05,Standard Class,10.8
LP-28300,2015-09-20,Standard Class,9.9
AX-28301,2015-09-16,Standard Class,2.1
DF-28302,2015-10-13,Standard Class,13.7
TA-28303,2015-02-07,Standard Class,6.9
LM-28304,2015-05-27,Standard Class,16.3
LP-28305,2015-06-21,Standard Class,10.4
MZ-28306,2015-10-05,Standard Class,11.6
DZ-28307,2015-07-07,Standard Class,1.6
TA-28308,2015-07-19,Standard Class,2.1
MZ-28309,2015-10-20,Standard Class,3.6
AX-28310,2015-11-28,Standard Class,13.3
MZ-28311,2015-03-31,Standard Class,12.9
TA-28312,2015-03-18,Standard Class,1.2
TA-28313,2015-12-25,Standard Class,13
LM-28314,2015-10-02,Standard Class,6.6
DF-28315,2015-11-04,Standard Class,16.3
LP-28316,2015-10-07,Standard Class,8.5
OP-28317,2016-01-03,Standard Class,10.5
DZ-28318,2015-04-28,Standard Class,1.3
DF-28319,2015-07-16,Standard Class,2.1
MZ-28320,2015-03-12,Standard Class,4.1
DZ-28321,2015-01-22,Standard Class,12.2
LM-28322,2015-10-04,Standard Class,9
DZ-28323,2016-01-05,Standard Class,3.1
TA-28324,2015-11-18,Standard Class,13.4
OP-28325,2015-12-14,Standard Class,6.3
JK-28326,2015-01-14,Standard Class,14.6
AX-28327,2015-04-17,Standard Class,10.6
MZ-28328,2015-11-27,Standard Class,13.4
AX-28329,2015-01-31,Standard Class,2.4
JK-28330,2015-05-15,Standard Class,2.1
LM-28331,2015-05-12,Standard Class,3.5
DF-28332,2015-06-29,Standard Class,13.5
OP-28333,2015-01-14,Standard Class,9
AX-28334,2015-09-10,Standard Class,2.1
PQ-28335,2015-02-08,Standard Class,13.9
OP-28336,2015-03-28,Standard Class,7.3
PQ-28337,2015-08-02,Standard Class,15.8
JK-28338,2015-05-03,Standard Class,9.8
DF-28339,2015-04-13,Standard Class,12.5
JK-28340,2015-07-25,Standard Class,2.7
AX-28341,2015-03-31,Standard Class,2.1
DF-28342,2016-01-01,Standard Class,3
LP-28343,2015-04-20,Standard Class,13.5
LP-28344,2015-02-21,Standard Class,12.7
DF-28345,2015-09-01,Standard Class,1.6
MZ-28346,2015-11-07,Standard Class,12.1
AX-28347,2015-08-20,Standard Class,4.7
TA-28348,2015-01-12,Standard Class,15.3
OP-28349,2015-03-29,Standard Class,10
LP-28350,2015-02-22,Standard Class,11.6
OP-28351,2015-02-06,Standard Class,2.7
OP-28352,2015-05-25,Standard Class,0.2
JK-28353,2015-06-17,Standard Class,3.7
OP-28354,2015-09-12,Standard Class,12.2
OP-28355,2015-05-30,Standard Class,10.7
