"","order.id","product.id","customer.id","ship.id","qty.purchased","profit","purchase.segment"
"27559","RS-27559","CP-27559","GE-0017250","LM-27559",5,23.6,"Home Office"
"27560","CP-27560","PQ-27560","AS-0017251","JK-27560",1,0.8,"Corporate"
"27561","AB-27561","XP-27561","LS-0017252","AX-27561",4,22.5,"Corporate"
"27562","AB-27562","OL-27562","TO-0017253","MZ-27562",1,139.5,"Consumer"
"27563","AB-27563","PQ-27563","NI-0017254","MZ-27563",4,107.4,"Corporate"
"27564","XP-27564","AB-27564","ON-0017255","PQ-27564",3,20.7,"Consumer"
"27565","XP-27565","AB-27565","TT-0017256","PQ-27565",2,138.9,"Corporate"
"27566","XP-27566","PZ-27566","SS-0017257","LM-27566",4,47.2,"Consumer"
"27567","PQ-27567","CP-27567","EN-0017258","PQ-27567",3,145.7,"Corporate"
"27568","AB-27568","PQ-27568","AM-0017259","JK-27568",1,108.2,"Home Office"
"27569","AB-27569","PZ-27569","LE-0017260","LP-27569",2,116.2,"Consumer"
"27570","XP-27570","XP-27570","ET-0017261","DF-27570",5,23.6,"Consumer"
"27571","XP-27571","CP-27571","ES-0017262","DF-27571",3,28.3,"Home Office"
"27572","CP-27572","AP-27572","EY-0017263","DF-27572",5,17.6,"Consumer"
"27573","PQ-27573","OL-27573","LL-0017264","DZ-27573",2,135,"Consumer"
"27574","AP-27574","PZ-27574","NT-0017265","JK-27574",3,120.2,"Consumer"
"27575","OL-27575","PZ-27575","AN-0017266","DZ-27575",1,62,"Corporate"
"27576","XP-27576","AB-27576","AM-0017267","LP-27576",2,143.4,"Home Office"
"27577","XP-27577","OL-27577","DT-0017268","OP-27577",4,53.6,"Consumer"
"27578","AB-27578","OL-27578","EY-0017269","MZ-27578",3,145.7,"Home Office"
"27579","AB-27579","CP-27579","ER-0017270","LP-27579",5,67,"Consumer"
"27580","XP-27580","XP-27580","AK-0017271","TA-27580",3,131.5,"Home Office"
"27581","AB-27581","CP-27581","EK-0017272","DZ-27581",4,7.2,"Corporate"
"27582","XP-27582","PZ-27582","CK-0017273","LP-27582",4,1.6,"Corporate"
"27583","PQ-27583","RS-27583","MS-0017274","TA-27583",3,27.4,"Consumer"
"27584","XP-27584","RS-27584","ND-0017275","MZ-27584",2,130.6,"Consumer"
"27585","PZ-27585","AP-27585","CK-0017276","DZ-27585",4,116,"Consumer"
"27586","PZ-27586","OL-27586","IS-0017277","DF-27586",5,12.4,"Consumer"
"27587","OL-27587","AB-27587","EL-0017278","DF-27587",1,138.9,"Consumer"
"27588","PZ-27588","PQ-27588","LE-0017279","LP-27588",4,66.3,"Consumer"
"27589","AP-27589","PZ-27589","KE-0017280","LP-27589",4,158.1,"Home Office"
"27590","XP-27590","AB-27590","EN-0017281","AX-27590",5,86.6,"Consumer"
"27591","PQ-27591","XP-27591","CH-0017282","DF-27591",4,111.8,"Home Office"
"27592","CP-27592","AP-27592","KY-0017283","MZ-27592",1,24.6,"Corporate"
"27593","XP-27593","PQ-27593","LL-0017284","OP-27593",4,21.3,"Consumer"
"27594","XP-27594","AB-27594","TT-0017285","MZ-27594",4,17.6,"Consumer"
"27595","AP-27595","CP-27595","ND-0017286","DF-27595",4,117.1,"Corporate"
"27596","XP-27596","XP-27596","DY-0017287","AX-27596",1,122.4,"Consumer"
"27597","AB-27597","CP-27597","EN-0017288","TA-27597",4,15.5,"Consumer"
"27598","AP-27598","AP-27598","EN-0017289","LM-27598",4,102.4,"Consumer"
"27599","RS-27599","RS-27599","PP-0017290","DF-27599",3,69.5,"Corporate"
"27600","PQ-27600","CP-27600","CH-0017291","OP-27600",3,160.6,"Corporate"
"27601","PQ-27601","XP-27601","ON-0017292","JK-27601",1,108.2,"Home Office"
"27602","CP-27602","OL-27602","LL-0017293","DF-27602",5,127.1,"Corporate"
"27603","AB-27603","XP-27603","CE-0017294","LP-27603",5,12.7,"Corporate"
"27604","PQ-27604","AB-27604","ER-0017295","LP-27604",5,17,"Consumer"
"27605","OL-27605","CP-27605","CH-0017296","JK-27605",5,35.9,"Home Office"
"27606","PQ-27606","PZ-27606","AY-0017297","TA-27606",4,108.2,"Home Office"
"27607","PZ-27607","PQ-27607","CH-0017298","MZ-27607",5,122.4,"Consumer"
"27608","CP-27608","AB-27608","EY-0017299","LP-27608",1,62,"Consumer"
"27609","AP-27609","XP-27609","EK-0017300","DZ-27609",3,113.8,"Corporate"
"27610","RS-27610","PZ-27610","EL-0017301","JK-27610",4,66.3,"Corporate"
"27611","CP-27611","CP-27611","IN-0017302","DF-27611",5,155.6,"Consumer"
"27612","AB-27612","RS-27612","PE-0017303","TA-27612",3,86.6,"Consumer"
"27613","PQ-27613","AB-27613","RD-0017304","MZ-27613",5,127.1,"Consumer"
"27614","XP-27614","AP-27614","TT-0017305","DF-27614",5,1.8,"Corporate"
"27615","OL-27615","OL-27615","TE-0017306","AX-27615",3,2.5,"Consumer"
"27616","CP-27616","CP-27616","IN-0017307","OP-27616",1,39.6,"Home Office"
"27617","RS-27617","AB-27617","ON-0017308","MZ-27617",1,139.5,"Consumer"
"27618","OL-27618","PZ-27618","RY-0017309","TA-27618",4,107.4,"Consumer"
"27619","PQ-27619","CP-27619","ON-0017310","PQ-27619",1,62,"Home Office"
"27620","AB-27620","PQ-27620","NS-0017311","MZ-27620",4,138.9,"Corporate"
"27621","CP-27621","XP-27621","RK-0017312","MZ-27621",3,74.2,"Corporate"
"27622","RS-27622","CP-27622","GS-0017313","TA-27622",1,155.6,"Corporate"
"27623","AB-27623","PZ-27623","ER-0017314","DZ-27623",2,112.1,"Consumer"
"27624","XP-27624","CP-27624","AM-0017315","PQ-27624",4,129.3,"Home Office"
"27625","XP-27625","AB-27625","EN-0017316","LP-27625",2,18.1,"Consumer"
"27626","AB-27626","AB-27626","TO-0017317","JK-27626",1,1.6,"Consumer"
"27627","RS-27627","PZ-27627","YE-0017318","DF-27627",5,11.5,"Home Office"
"27628","OL-27628","PQ-27628","NE-0017319","LP-27628",2,139.5,"Corporate"
"27629","AB-27629","CP-27629","EY-0017320","PQ-27629",4,98.9,"Consumer"
"27630","AP-27630","PQ-27630","IO-0017321","AX-27630",4,15.5,"Home Office"
"27631","PQ-27631","OL-27631","AS-0017322","MZ-27631",4,129.8,"Consumer"
"27632","PZ-27632","OL-27632","ES-0017323","PQ-27632",4,72.6,"Consumer"
"27633","PZ-27633","PQ-27633","KI-0017324","DZ-27633",4,138.2,"Corporate"
"27634","PZ-27634","PQ-27634","LT-0017325","AX-27634",1,110.1,"Consumer"
"27635","CP-27635","PQ-27635","ON-0017326","DF-27635",4,94.4,"Home Office"
"27636","AP-27636","CP-27636","RG-0017327","DZ-27636",2,22.5,"Corporate"
"27637","XP-27637","AP-27637","AN-0017328","JK-27637",5,17,"Home Office"
"27638","AP-27638","RS-27638","SH-0017329","PQ-27638",3,34.7,"Corporate"
"27639","PZ-27639","CP-27639","IN-0017330","AX-27639",5,88,"Home Office"
"27640","CP-27640","CP-27640","ON-0017331","MZ-27640",4,116,"Corporate"
"27641","XP-27641","PZ-27641","LS-0017332","LP-27641",4,15.5,"Consumer"
"27642","AP-27642","CP-27642","TT-0017333","MZ-27642",4,138.9,"Corporate"
"27643","RS-27643","AP-27643","ON-0017334","JK-27643",5,63.1,"Consumer"
"27644","OL-27644","RS-27644","RA-0017335","AX-27644",4,148.2,"Consumer"
"27645","RS-27645","CP-27645","ND-0017336","DZ-27645",5,67,"Home Office"
"27646","CP-27646","AB-27646","AS-0017337","DZ-27646",3,131.5,"Consumer"
"27647","AB-27647","AP-27647","LL-0017338","MZ-27647",4,11.6,"Consumer"
"27648","AB-27648","PZ-27648","AK-0017339","LM-27648",5,17,"Home Office"
"27649","AB-27649","PZ-27649","NS-0017340","JK-27649",4,22.5,"Consumer"
"27650","PQ-27650","AP-27650","ZA-0017341","TA-27650",3,137.3,"Home Office"
"27651","PZ-27651","OL-27651","CE-0017342","MZ-27651",2,116,"Home Office"
"27652","AP-27652","CP-27652","TT-0017343","TA-27652",2,31,"Consumer"
"27653","PQ-27653","OL-27653","ER-0017344","LM-27653",2,134.3,"Consumer"
"27654","AB-27654","CP-27654","ON-0017345","MZ-27654",1,75.8,"Consumer"
"27655","RS-27655","XP-27655","LE-0017346","TA-27655",4,138.2,"Consumer"
"27656","PZ-27656","AB-27656","AN-0017347","MZ-27656",3,86.6,"Corporate"
"27657","XP-27657","PQ-27657","RD-0017348","DZ-27657",2,133.6,"Consumer"
"27658","CP-27658","AP-27658","GE-0017349","LM-27658",2,20.3,"Consumer"
"27659","AP-27659","PQ-27659","EZ-0017350","MZ-27659",5,17,"Corporate"
"27660","PZ-27660","XP-27660","IN-0017351","LM-27660",1,39.6,"Consumer"
"27661","XP-27661","CP-27661","RR-0017352","JK-27661",3,123.8,"Corporate"
"27662","PQ-27662","XP-27662","LL-0017353","JK-27662",1,124.5,"Consumer"
"27663","RS-27663","CP-27663","ON-0017354","JK-27663",2,31,"Corporate"
"27664","CP-27664","PZ-27664","NG-0017355","AX-27664",4,129.8,"Consumer"
"27665","CP-27665","PZ-27665","ER-0017356","LM-27665",2,66.3,"Consumer"
"27666","AB-27666","PQ-27666","ND-0017357","PQ-27666",3,153.1,"Home Office"
"27667","PZ-27667","PQ-27667","TT-0017358","OP-27667",3,98.4,"Corporate"
"27668","RS-27668","CP-27668","AN-0017359","AX-27668",2,129.3,"Corporate"
"27669","PQ-27669","PZ-27669","ON-0017360","LP-27669",1,26.8,"Corporate"
"27670","XP-27670","RS-27670","TH-0017361","MZ-27670",5,17,"Home Office"
"27671","RS-27671","AP-27671","ER-0017362","AX-27671",5,29.8,"Consumer"
"27672","RS-27672","OL-27672","ED-0017363","OP-27672",2,121.6,"Corporate"
"27673","PZ-27673","CP-27673","RD-0017364","DF-27673",1,128.7,"Consumer"
"27674","XP-27674","RS-27674","ER-0017365","AX-27674",3,20.7,"Corporate"
"27675","XP-27675","PQ-27675","EY-0017366","PQ-27675",1,141.2,"Corporate"
"27676","PZ-27676","AP-27676","SA-0017367","JK-27676",5,55.2,"Corporate"
"27677","XP-27677","CP-27677","HT-0017368","TA-27677",4,148.2,"Corporate"
"27678","RS-27678","OL-27678","IN-0017369","OP-27678",5,106.2,"Home Office"
"27679","RS-27679","AP-27679","EN-0017370","DF-27679",2,133.6,"Consumer"
"27680","OL-27680","PQ-27680","ER-0017371","LP-27680",5,12.7,"Consumer"
"27681","PQ-27681","XP-27681","ER-0017372","OP-27681",3,28.3,"Consumer"
"27682","RS-27682","AP-27682","RA-0017373","JK-27682",2,34.7,"Consumer"
"27683","XP-27683","AB-27683","ER-0017374","TA-27683",1,137.3,"Consumer"
"27684","PZ-27684","OL-27684","IN-0017375","DZ-27684",1,126.6,"Corporate"
"27685","XP-27685","AP-27685","PO-0017376","LM-27685",2,31,"Corporate"
"27686","OL-27686","AB-27686","NG-0017377","LM-27686",3,141.2,"Corporate"
"27687","CP-27687","OL-27687","ER-0017378","OP-27687",2,69.5,"Corporate"
"27688","AP-27688","PQ-27688","TT-0017379","LP-27688",2,148.2,"Home Office"
"27689","OL-27689","PZ-27689","ON-0017380","TA-27689",5,76.8,"Consumer"
"27690","PZ-27690","OL-27690","ON-0017381","OP-27690",5,105.3,"Corporate"
"27691","RS-27691","RS-27691","ER-0017382","AX-27691",4,20.3,"Corporate"
"27692","OL-27692","XP-27692","RY-0017383","LM-27692",3,28.3,"Corporate"
"27693","OL-27693","AP-27693","ST-0017384","PQ-27693",2,37.1,"Home Office"
"27694","CP-27694","CP-27694","EY-0017385","PQ-27694",1,139.5,"Corporate"
"27695","OL-27695","XP-27695","ER-0017386","MZ-27695",4,107.4,"Consumer"
"27696","RS-27696","PQ-27696","E--0017387","AX-27696",4,15.5,"Corporate"
"27697","XP-27697","CP-27697","ER-0017388","JK-27697",1,138.9,"Consumer"
"27698","PQ-27698","OL-27698","ON-0017389","TA-27698",3,74.2,"Consumer"
"27699","CP-27699","RS-27699","TT-0017390","DZ-27699",4,158.1,"Corporate"
"27700","PQ-27700","AB-27700","RT-0017391","JK-27700",1,108.2,"Consumer"
"27701","OL-27701","PZ-27701","ON-0017392","MZ-27701",4,111.8,"Corporate"
"27702","PZ-27702","PQ-27702","SS-0017393","DZ-27702",2,20.3,"Consumer"
"27703","OL-27703","OL-27703","RY-0017394","DF-27703",1,3.3,"Consumer"
"27704","RS-27704","OL-27704","AS-0017395","JK-27704",5,35.9,"Consumer"
"27705","PQ-27705","PZ-27705","EZ-0017396","LP-27705",1,139.5,"Consumer"
"27706","PZ-27706","AB-27706","IN-0017397","TA-27706",2,128.7,"Consumer"
"27707","XP-27707","AB-27707","TZ-0017398","OP-27707",1,62,"Corporate"
"27708","PQ-27708","AP-27708","RN-0017399","JK-27708",1,141.2,"Corporate"
"27709","CP-27709","PZ-27709","EN-0017400","AX-27709",2,69.5,"Home Office"
"27710","RS-27710","RS-27710","ND-0017401","JK-27710",1,158.1,"Home Office"
"27711","PQ-27711","AP-27711","LD-0017402","PQ-27711",5,86.6,"Corporate"
"27712","AB-27712","PZ-27712","DE-0017403","AX-27712",2,133.6,"Home Office"
"27713","AP-27713","AB-27713","EN-0017404","LM-27713",2,24.6,"Consumer"
"27714","AP-27714","CP-27714","ON-0017405","PQ-27714",3,2.5,"Consumer"
"27715","PZ-27715","PZ-27715","TT-0017406","OP-27715",4,17.6,"Corporate"
"27716","PQ-27716","AB-27716","EL-0017407","TA-27716",2,130.6,"Consumer"
"27717","CP-27717","PZ-27717","IS-0017408","LM-27717",2,111.7,"Home Office"
"27718","OL-27718","AB-27718","AN-0017409","AX-27718",3,20.7,"Consumer"
"27719","AP-27719","XP-27719","RD-0017410","OP-27719",1,141.2,"Consumer"
"27720","AP-27720","AB-27720","TT-0017411","LM-27720",3,55.2,"Corporate"
"27721","AB-27721","AP-27721","RE-0017412","JK-27721",3,130.8,"Consumer"
"27722","OL-27722","XP-27722","EZ-0017413","LP-27722",1,112.1,"Consumer"
"27723","OL-27723","XP-27723","ER-0017414","TA-27723",5,94.4,"Home Office"
"27724","PZ-27724","XP-27724","DY-0017415","OP-27724",1,24.6,"Corporate"
"27725","OL-27725","PQ-27725","KY-0017416","DZ-27725",1,2.5,"Consumer"
"27726","OL-27726","PQ-27726","LE-0017417","DF-27726",5,11.5,"Home Office"
"27727","AP-27727","AP-27727","ER-0017418","TA-27727",1,132.8,"Consumer"
"27728","RS-27728","CP-27728","ET-0017419","DZ-27728",3,120.2,"Consumer"
"27729","PZ-27729","PQ-27729","NS-0017420","TA-27729",3,20.7,"Consumer"
"27730","OL-27730","CP-27730","ER-0017421","MZ-27730",5,125.2,"Consumer"
"27731","PZ-27731","XP-27731","LL-0017422","TA-27731",3,55.2,"Consumer"
"27732","PQ-27732","XP-27732","LL-0017423","LM-27732",2,148.2,"Consumer"
"27733","RS-27733","PZ-27733","ON-0017424","LP-27733",5,86.6,"Consumer"
"27734","AP-27734","RS-27734","ND-0017425","DF-27734",1,131.5,"Corporate"
"27735","PZ-27735","PZ-27735","ER-0017426","DF-27735",2,18.1,"Corporate"
"27736","AB-27736","CP-27736","YN-0017427","TA-27736",5,17,"Home Office"
"27737","AP-27737","AB-27737","NG-0017428","JK-27737",1,35.9,"Consumer"
"27738","CP-27738","PQ-27738","ON-0017429","AX-27738",1,139.5,"Consumer"
"27739","OL-27739","PZ-27739","E--0017430","MZ-27739",2,124.5,"Corporate"
"27740","CP-27740","PQ-27740","ES-0017431","PQ-27740",5,12.4,"Consumer"
"27741","OL-27741","OL-27741","SS-0017432","DF-27741",3,127.5,"Home Office"
"27742","OL-27742","AP-27742","E--0017433","LP-27742",2,69.5,"Corporate"
"27743","AP-27743","OL-27743","CK-0017434","LM-27743",3,160.6,"Home Office"
"27744","AB-27744","CP-27744","LE-0017435","AX-27744",3,110.1,"Consumer"
"27745","XP-27745","OL-27745","RN-0017436","AX-27745",3,111.8,"Corporate"
"27746","PZ-27746","CP-27746","EY-0017437","JK-27746",4,20.3,"Consumer"
"27747","PQ-27747","AB-27747","EN-0017438","JK-27747",1,4.2,"Consumer"
"27748","RS-27748","OL-27748","RT-0017439","LM-27748",3,34.7,"Home Office"
"27749","PZ-27749","XP-27749","EL-0017440","LM-27749",3,123.8,"Consumer"
"27750","CP-27750","AB-27750","CK-0017441","PQ-27750",4,98.9,"Corporate"
"27751","AP-27751","CP-27751","EN-0017442","LM-27751",1,62,"Consumer"
"27752","PZ-27752","XP-27752","AU-0017443","MZ-27752",5,91,"Consumer"
"27753","CP-27753","XP-27753","NG-0017444","DF-27753",2,75.8,"Corporate"
"27754","PZ-27754","XP-27754","BY-0017445","JK-27754",4,128.3,"Consumer"
"27755","OL-27755","PZ-27755","RT-0017446","LP-27755",2,112.1,"Home Office"
"27756","PZ-27756","PQ-27756","TY-0017447","PQ-27756",2,133.6,"Consumer"
"27757","OL-27757","AP-27757","ON-0017448","PQ-27757",5,18.1,"Home Office"
"27758","XP-27758","PQ-27758","NG-0017449","DF-27758",5,17,"Consumer"
"27759","AP-27759","CP-27759","BS-0017450","PQ-27759",1,37.1,"Consumer"
"27760","RS-27760","XP-27760","ER-0017451","LP-27760",5,88,"Consumer"
"27761","AB-27761","RS-27761","ER-0017452","PQ-27761",2,116,"Consumer"
"27762","CP-27762","PQ-27762","EZ-0017453","OP-27762",4,15.5,"Consumer"
"27763","PQ-27763","PZ-27763","NG-0017454","JK-27763",4,111.5,"Consumer"
"27764","RS-27764","AB-27764","TT-0017455","MZ-27764",3,74.2,"Home Office"
"27765","XP-27765","OL-27765","RT-0017456","OP-27765",4,118.4,"Consumer"
"27766","AP-27766","AP-27766","LY-0017457","LP-27766",1,110.1,"Consumer"
"27767","AB-27767","XP-27767","ON-0017458","LM-27767",1,127.1,"Consumer"
"27768","PQ-27768","PZ-27768","ER-0017459","TA-27768",5,23.6,"Consumer"
"27769","CP-27769","AB-27769","UE-0017460","DF-27769",5,17,"Consumer"
"27770","CP-27770","AP-27770","AM-0017461","DF-27770",3,31,"Corporate"
"27771","XP-27771","XP-27771","AN-0017462","PQ-27771",5,88,"Consumer"
"27772","RS-27772","RS-27772","OX-0017463","DZ-27772",2,120.2,"Home Office"
"27773","PQ-27773","AB-27773","AN-0017464","LP-27773",5,12.4,"Consumer"
"27774","OL-27774","AB-27774","TT-0017465","AX-27774",4,138.9,"Home Office"
"27775","AB-27775","OL-27775","ND-0017466","TA-27775",2,75.8,"Corporate"
"27776","RS-27776","PQ-27776","ER-0017467","TA-27776",3,153.1,"Consumer"
"27777","PZ-27777","PQ-27777","IR-0017468","MZ-27777",3,86.6,"Corporate"
"27778","PZ-27778","AB-27778","ON-0017469","LP-27778",1,133.6,"Home Office"
"27779","OL-27779","PQ-27779","RS-0017470","TA-27779",5,7.2,"Consumer"
"27780","OL-27780","PQ-27780","EN-0017471","JK-27780",4,21.3,"Consumer"
"27781","PQ-27781","AP-27781","ER-0017472","OP-27781",1,37.1,"Home Office"
"27782","OL-27782","OL-27782","TH-0017473","AX-27782",2,121.6,"Corporate"
"27783","XP-27783","CP-27783","AN-0017474","MZ-27783",3,126.6,"Corporate"
"27784","OL-27784","OL-27784","NN-0017475","MZ-27784",3,20.7,"Corporate"
"27785","CP-27785","OL-27785","TE-0017476","MZ-27785",1,145.7,"Consumer"
"27786","XP-27786","XP-27786","RT-0017477","OP-27786",1,71.1,"Consumer"
"27787","AB-27787","RS-27787","RE-0017478","AX-27787",2,163,"Consumer"
"27788","PQ-27788","RS-27788","ER-0017479","PQ-27788",5,86.6,"Consumer"
"27789","AB-27789","XP-27789","LK-0017480","JK-27789",3,118.4,"Consumer"
"27790","CP-27790","PZ-27790","EY-0017481","JK-27790",4,11.6,"Consumer"
"27791","PZ-27791","CP-27791","EN-0017482","OP-27791",2,42.5,"Consumer"
"27792","PZ-27792","RS-27792","IN-0017483","MZ-27792",3,31,"Consumer"
"27793","AP-27793","AP-27793","CK-0017484","TA-27793",2,135,"Consumer"
"27794","AP-27794","XP-27794","IN-0017485","JK-27794",2,120.2,"Home Office"
"27795","RS-27795","PZ-27795","RD-0017486","TA-27795",5,12.4,"Consumer"
"27796","PZ-27796","XP-27796","LL-0017487","JK-27796",5,102.4,"Consumer"
"27797","RS-27797","OL-27797","AY-0017488","LM-27797",3,59.9,"Corporate"
"27798","CP-27798","AB-27798","RE-0017489","TA-27798",2,163,"Consumer"
"27799","XP-27799","RS-27799","SS-0017490","JK-27799",5,67,"Consumer"
"27800","XP-27800","XP-27800","IG-0017491","OP-27800",3,111.8,"Consumer"
"27801","PZ-27801","XP-27801","LD-0017492","DF-27801",3,12.7,"Consumer"
"27802","OL-27802","AP-27802","AS-0017493","OP-27802",4,21.3,"Corporate"
"27803","AP-27803","PZ-27803","LK-0017494","OP-27803",5,23.7,"Corporate"
"27804","PQ-27804","PQ-27804","ER-0017495","LP-27804",2,135,"Consumer"
"27805","XP-27805","PQ-27805","EN-0017496","TA-27805",3,120.2,"Consumer"
"27806","RS-27806","XP-27806","CH-0017497","MZ-27806",3,20.7,"Corporate"
"27807","CP-27807","AB-27807","ER-0017498","TA-27807",2,125.2,"Consumer"
"27808","AP-27808","PZ-27808","IT-0017499","MZ-27808",4,66.3,"Consumer"
"27809","PZ-27809","RS-27809","AM-0017500","LP-27809",4,138.2,"Consumer"
"27810","AP-27810","CP-27810","EN-0017501","DF-27810",3,98.4,"Corporate"
"27811","CP-27811","XP-27811","AU-0017502","MZ-27811",1,129.3,"Consumer"
"27812","AB-27812","CP-27812","NE-0017503","PQ-27812",1,27.9,"Corporate"
"27813","CP-27813","PQ-27813","ON-0017504","LP-27813",2,42.5,"Home Office"
"27814","CP-27814","OL-27814","ND-0017505","DZ-27814",1,38.3,"Consumer"
"27815","OL-27815","AB-27815","ON-0017506","DZ-27815",5,88,"Consumer"
"27816","OL-27816","PQ-27816","LD-0017507","LM-27816",4,124.5,"Consumer"
"27817","PQ-27817","OL-27817","NE-0017508","LP-27817",4,15.5,"Consumer"
"27818","XP-27818","CP-27818","AL-0017509","LM-27818",5,102.4,"Consumer"
"27819","PZ-27819","RS-27819","ON-0017510","PQ-27819",3,64.7,"Corporate"
"27820","RS-27820","PQ-27820","ON-0017511","PQ-27820",1,158.1,"Consumer"
"27821","RS-27821","XP-27821","AN-0017512","DZ-27821",3,104.2,"Corporate"
"27822","CP-27822","PZ-27822","DT-0017513","PQ-27822",1,131.5,"Home Office"
"27823","PQ-27823","PZ-27823","EN-0017514","TA-27823",3,25.7,"Consumer"
"27824","AB-27824","XP-27824","ES-0017515","LM-27824",2,3.3,"Consumer"
"27825","PQ-27825","CP-27825","LY-0017516","MZ-27825",2,37.1,"Consumer"
"27826","XP-27826","XP-27826","ND-0017517","PQ-27826",4,99.2,"Consumer"
"27827","CP-27827","RS-27827","CH-0017518","TA-27827",4,124.5,"Consumer"
"27828","AB-27828","PQ-27828","NA-0017519","DF-27828",2,31,"Consumer"
"27829","PZ-27829","PZ-27829","AB-0017520","TA-27829",2,125.2,"Home Office"
"27830","AB-27830","PQ-27830","AN-0017521","PQ-27830",4,53.6,"Consumer"
"27831","PZ-27831","AP-27831","EN-0017522","DF-27831",1,155.6,"Consumer"
"27832","RS-27832","XP-27832","LL-0017523","PQ-27832",2,112.1,"Consumer"
"27833","CP-27833","PQ-27833","ER-0017524","LM-27833",1,127.1,"Corporate"
"27834","XP-27834","PZ-27834","LL-0017525","LP-27834",5,23.6,"Consumer"
"27835","PZ-27835","OL-27835","EN-0017526","DF-27835",3,28.3,"Consumer"
"27836","AP-27836","CP-27836","IO-0017527","MZ-27836",4,32.2,"Consumer"
"27837","PQ-27837","AB-27837","BS-0017528","MZ-27837",2,130.6,"Consumer"
"27838","PZ-27838","CP-27838","LL-0017529","OP-27838",4,107.4,"Consumer"
"27839","CP-27839","OL-27839","RT-0017530","AX-27839",5,12.4,"Consumer"
"27840","XP-27840","AP-27840","IC-0017531","TA-27840",2,129.8,"Consumer"
"27841","PZ-27841","RS-27841","EN-0017532","DF-27841",5,39.3,"Consumer"
"27842","CP-27842","PQ-27842","TT-0017533","AX-27842",1,155.6,"Corporate"
"27843","RS-27843","OL-27843","EN-0017534","DZ-27843",3,104.2,"Consumer"
"27844","PQ-27844","AP-27844","EN-0017535","JK-27844",1,131.5,"Consumer"
"27845","XP-27845","AB-27845","ED-0017536","PQ-27845",4,20.3,"Corporate"
"27846","PZ-27846","CP-27846","RY-0017537","MZ-27846",4,21.3,"Consumer"
"27847","CP-27847","PZ-27847","CH-0017538","DZ-27847",4,37.1,"Consumer"
"27848","RS-27848","PZ-27848","AH-0017539","DZ-27848",1,137.3,"Home Office"
"27849","PZ-27849","CP-27849","ER-0017540","LM-27849",4,124.5,"Home Office"
"27850","AB-27850","AP-27850","AS-0017541","OP-27850",3,20.7,"Corporate"
"27851","OL-27851","AP-27851","OE-0017542","TA-27851",5,91,"Consumer"
"27852","AB-27852","PQ-27852","AN-0017543","LM-27852",2,75.8,"Corporate"
"27853","AB-27853","AB-27853","AM-0017544","JK-27853",4,148.2,"Consumer"
"27854","RS-27854","PQ-27854","TH-0017545","DF-27854",5,106.2,"Home Office"
"27855","OL-27855","CP-27855","RN-0017546","AX-27855",2,120.6,"Consumer"
"27856","OL-27856","CP-27856","ER-0017547","DZ-27856",2,22.5,"Consumer"
"27857","XP-27857","PZ-27857","OR-0017548","MZ-27857",1,2.5,"Consumer"
"27858","RS-27858","CP-27858","BY-0017549","TA-27858",4,27.4,"Consumer"
"27859","PQ-27859","AB-27859","AN-0017550","DF-27859",5,132.8,"Home Office"
"27860","XP-27860","AP-27860","ON-0017551","PQ-27860",2,116,"Consumer"
"27861","RS-27861","AP-27861","EE-0017552","PQ-27861",3,20.7,"Consumer"
"27862","XP-27862","PZ-27862","DY-0017553","TA-27862",2,134.3,"Corporate"
"27863","CP-27863","PZ-27863","EN-0017554","LM-27863",3,64.7,"Consumer"
"27864","XP-27864","CP-27864","ST-0017555","DF-27864",5,130.8,"Corporate"
"27865","AB-27865","PZ-27865","LL-0017556","AX-27865",4,84.6,"Consumer"
"27866","OL-27866","XP-27866","IN-0017557","TA-27866",3,105.3,"Home Office"
"27867","OL-27867","AB-27867","EN-0017558","DF-27867",5,7.2,"Corporate"
"27868","AP-27868","RS-27868","SS-0017559","AX-27868",3,2.5,"Consumer"
"27869","PQ-27869","XP-27869","AS-0017560","TA-27869",5,35.9,"Corporate"
"27870","PQ-27870","CP-27870","AN-0017561","OP-27870",4,126.1,"Corporate"
"27871","PZ-27871","OL-27871","ER-0017562","PQ-27871",3,101.1,"Corporate"
"27872","AP-27872","OL-27872","IE-0017563","DZ-27872",4,15.5,"Consumer"
"27873","OL-27873","RS-27873","RK-0017564","LP-27873",1,136.6,"Corporate"
"27874","AB-27874","AP-27874","ON-0017565","LP-27874",1,75.8,"Consumer"
"27875","CP-27875","PZ-27875","CK-0017566","LM-27875",4,138.2,"Consumer"
"27876","OL-27876","XP-27876","MS-0017567","MZ-27876",3,110.1,"Home Office"
"27877","AB-27877","OL-27877","AY-0017568","LM-27877",3,124.9,"Consumer"
"27878","AB-27878","OL-27878","ON-0017569","LM-27878",3,25.7,"Consumer"
"27879","RS-27879","XP-27879","NG-0017570","JK-27879",5,0.8,"Consumer"
"27880","PQ-27880","CP-27880","NE-0017571","TA-27880",3,34.7,"Consumer"
"27881","CP-27881","AB-27881","IS-0017572","LP-27881",5,99.2,"Corporate"
"27882","PZ-27882","CP-27882","HN-0017573","TA-27882",5,111.7,"Corporate"
"27883","CP-27883","AB-27883","DT-0017574","PQ-27883",4,15.5,"Home Office"
"27884","OL-27884","OL-27884","TH-0017575","LM-27884",3,120.6,"Home Office"
"27885","AP-27885","OL-27885","ER-0017576","LM-27885",5,55.2,"Corporate"
